,value/0/#text,value/0/@_name,value/1/#text,value/1/@_name,value/2/#text,value/2/@_name,value/3/#text,value/3/@_name,value/4/#text,value/4/@_name,value/5/#text,value/5/@_name
1419,27294,id,36791,id_1,36796,id_2,"Водителя, сбившего байкера, не могут арестовать по состоянию здоровья",text_1,"Московский суд не смог арестовать водителя, сбившего насмерть байкера",text_2,0,class
1421,27297,id,36775,id_1,36799,id_2,"Герой фильма ""Игры разума"" нобелевский лауреат Джон Нэш погиб в ДТП",text_1,Нобелевский лауреат Джон Нэш погиб в аварии в США,text_2,0,class
1423,27306,id,36801,id_1,36802,id_2,СМИ: жители Донецка сообщают о мощном взрыве,text_1,В Донецке сообщили о мощном взрыве на юге города,text_2,0,class
1425,27309,id,36806,id_1,36805,id_2,Глава МВД Малайзии подтвердил наличие массовых захоронений,text_1,Власти Малайзии подтвердили обнаружение массовых захоронений беженцев,text_2,0,class
1430,27314,id,36814,id_1,36815,id_2,Исламисты в Сирии за девять дней казнили более 200 человек,text_1,"Боевики ""ИГ"" казнили в Хомсе 217 человек за девять дней",text_2,0,class
1432,27316,id,36816,id_1,36817,id_2,Япония и Россия утвердили план безвизового обмена на 2015 год,text_1,Россия и Япония согласовали безвизовый режим,text_2,0,class
1435,27324,id,36804,id_1,36822,id_2,МВД Малайзии подтвердило обнаружение массовых захоронений мигрантов,text_1,В Малайзии обнаружено еще 139 тайных захоронений мигрантов,text_2,0,class
1442,27338,id,36834,id_1,36835,id_2,МВД: неизвестный убил двух человек в Харьковской области,text_1,На АЗС в Харьковской области мужчина расстрелял двух человек,text_2,0,class
1443,27339,id,36822,id_1,36836,id_2,В Малайзии обнаружено еще 139 тайных захоронений мигрантов,text_1,В Малайзии нашли 139 могил мигрантов,text_2,0,class
1446,27344,id,36841,id_1,36842,id_2,"Управделами: выпуск конфет ""Кремлевский мишка"" возобновят осенью",text_1,В России возобновят выпуск конфет «Кремлевский мишка»,text_2,0,class
1448,27346,id,36844,id_1,36845,id_2,"Обломки ""Протона-М"" не найдены после детального изучения снимков Земли",text_1,"Роскосмос не нашел на Земле обломков ракеты ""Протон-М""",text_2,0,class
1449,27348,id,36846,id_1,36847,id_2,"Кадыров сыграл главную роль в фильме ""Кто не понял, тот поймет""",text_1,Кадыров сыграл главную роль в голливудском фильме,text_2,0,class
1450,27349,id,36848,id_1,36849,id_2,"ВДВ России и ""Пантера"" отработают меры защиты объектов РФ в Киргизии",text_1,На учениях в Киргизии отработают защиту российских военных объектов,text_2,0,class
1454,27354,id,36855,id_1,36856,id_2,Минтруд: регистрируемая безработица продолжает снижаться в России,text_1,В России начала снижаться безработица,text_2,0,class
1455,27355,id,36857,id_1,36858,id_2,СМИ: В Индии за хранение наркотиков задержали российского музыканта,text_1,Российского диджея задержали в Индии за хранение наркотиков,text_2,0,class
1462,27365,id,36867,id_1,36868,id_2,Путин освободил от должности губернатора Пензенской области Бочкарева,text_1,Путин сменил губернатора Пензенской области,text_2,0,class
1463,27367,id,36869,id_1,36870,id_2,Бывший премьер-министр Израиля получил восемь месяцев тюрьмы,text_1,Экс-премьера Израиля приговорили к восьми месяцам тюрьмы за взятки,text_2,0,class
1466,27375,id,36874,id_1,36875,id_2,Московский полицейский заподозрен в убийстве 3 соседей по коммуналке,text_1,Московского полицейского заподозрили в убийстве семьи из трех человек,text_2,0,class
1467,27376,id,36876,id_1,36877,id_2,Таиланд выведет в море десантный корабль для помощи беженцам рохинджа,text_1,Таиланд направит десантный корабль для помощи нелегальным мигрантам,text_2,0,class
1470,27379,id,36881,id_1,36882,id_2,Египетский актер Омар Шариф страдает болезнью Альцгеймера,text_1,Сын Омара Шарифа рассказал о болезни Альцгеймера у актера,text_2,0,class
1471,27380,id,36883,id_1,36875,id_2,Полицейского задержали по подозрению в убийстве семьи из трех человек,text_1,Московского полицейского заподозрили в убийстве семьи из трех человек,text_2,0,class
1473,27383,id,36888,id_1,36889,id_2,Самолет Air France приземлился после сообщения о химоружии на борту,text_1,Самолет Air France приземлился в Нью-Йорке после угрозы о химоружии,text_2,0,class
1482,27395,id,36901,id_1,36902,id_2,Америка играет с ракетами в русскую рулетку,text_1,"WSJ: США ""играют в русскую рулетку"" с космическим производством",text_2,0,class
1483,27396,id,36903,id_1,36904,id_2,"МВД Украины расследует продажу акций телеканала ""Интера""",text_1,МВД Украины заинтересовалось телеканалом «Интер»,text_2,0,class
1485,27405,id,36908,id_1,36909,id_2,Силовики нанесли артиллерийский удар по Киевскому району Донецка,text_1,Силовики нанесли артиллерийский удар по Донецку,text_2,0,class
1488,27424,id,36915,id_1,36916,id_2,Задавившая двух сестер дочь иркутской чиновницы попала под амнистию,text_1,Осужденная за ДТП дочь иркутской чиновницы попала под амнистию,text_2,0,class
1491,27428,id,36918,id_1,36919,id_2,Дочери Би Би Кинга обвиняют помощников музыканта в его смерти,text_1,Дочери Би Би Кинга обвинили его помощников в убийстве,text_2,0,class
1492,27432,id,36918,id_1,36920,id_2,Дочери Би Би Кинга обвиняют помощников музыканта в его смерти,text_1,Дочери Би Би Кинга обвинили секретарей музыканта в его смерти,text_2,0,class
1493,27433,id,36921,id_1,36922,id_2,Анатолий Чубайс обвинил Алексея Навального во лжи о «Роснано»,text_1,Чубайс обвинил Навального во лжи,text_2,0,class
1495,27436,id,36927,id_1,36928,id_2,Почти 40 человек погибли при пожаре в доме престарелых в центре Китая,text_1,При пожаре в китайском доме престарелых погибли 38 человек,text_2,0,class
1498,27439,id,36930,id_1,36931,id_2,Дом с двенадцатью постояльцами унесло по реке в США,text_1,В Техасе река смыла гостевой дом с 12 постояльцами,text_2,0,class
1499,27440,id,36932,id_1,36933,id_2,В России прекратятся продажи Coca-Cola Light,text_1,Coca-Cola начнет продавать в России напиток Zero вместо Light,text_2,0,class
1500,27441,id,36934,id_1,36935,id_2,В результате торнадо на севере Мексики погибли 10 человек,text_1,В Мексике в результате удара торнадо пострадали 230 человек,text_2,0,class
1501,27442,id,36936,id_1,36935,id_2,Число раненых в результате торнадо в Мексике превысило 200 человек,text_1,В Мексике в результате удара торнадо пострадали 230 человек,text_2,0,class
1502,27443,id,36914,id_1,36935,id_2,Десять человек погибли в Мексике в результате торнадо,text_1,В Мексике в результате удара торнадо пострадали 230 человек,text_2,0,class
1506,27448,id,36930,id_1,36942,id_2,Дом с двенадцатью постояльцами унесло по реке в США,text_1,Дом с 12 постояльцами унесло по реке в американском штате Техас,text_2,0,class
1507,27454,id,36943,id_1,36944,id_2,Миротворец ООН стал жертвой боевиков в столице Мали,text_1,В столице Мали убит миротворец ООН,text_2,0,class
1509,27456,id,36947,id_1,36948,id_2,"Профсоюзы Украины заявляют, что начнут акции протеста в Киеве с 27 мая",text_1,Профсоюзы Украины начнут акции протеста около кабмина в Киеве,text_2,0,class
1511,27458,id,36951,id_1,36952,id_2,Путин: курс рубля позволяет нарастить несырьевой экспорт,text_1,Путин посоветовал бизнесу побыстрее воспользоваться падением курса рубля,text_2,0,class
1513,27460,id,36955,id_1,36956,id_2,Путин призвал бизнес занимать новые ниши в условиях ослабевшего рубля,text_1,Путин призвал бизнес воспользоваться санкциями и ослаблением рубля,text_2,0,class
1516,27465,id,36960,id_1,36961,id_2,"Киев сообщил посольству РФ, что доступ к арестованным россиянам дадут",text_1,В Киеве сообщили о выданном разрешении на доступ дипломатов к россиянам,text_2,0,class
1517,27466,id,36962,id_1,36963,id_2,"Россия планирует построить свои вертолетоносцы вместо ""Мистралей""",text_1,​Россия окончательно отказалась от «Мистралей»,text_2,0,class
1519,27468,id,36965,id_1,36964,id_2,Путин: бизнес не должен закулисно влиять на решения властей,text_1,Путин призвал создать механизм разграничения бизнеса и власти,text_2,0,class
1521,27472,id,36969,id_1,36970,id_2,Золотовалютные резервы России перестали сокращаться,text_1,Forbes: золотовалютные резервы России начинают расти,text_2,0,class
1527,27479,id,36980,id_1,36981,id_2,Дети в США выпустили в школе 72 тысячи божьих коровок и пойдут под суд,text_1,В американской школе подростки выпустили 72 тысячи божьих коровок,text_2,0,class
1529,27483,id,36984,id_1,36985,id_2,Девушка выпрыгнула из окна Пресненского суда в Москве,text_1,Ответчица выпрыгнула из окна Пресненского суда Москвы,text_2,0,class
1530,27484,id,36986,id_1,36985,id_2,Девушка выпрыгнула из окна Пресненского суда в Москве,text_1,Ответчица выпрыгнула из окна Пресненского суда Москвы,text_2,0,class
1531,27485,id,36987,id_1,36988,id_2,Россельхознадзор временно ограничил ввоз яиц и живой птицы из США,text_1,Россельхознадзор запретил поставки живой птицы из США,text_2,0,class
1533,27487,id,36991,id_1,36992,id_2,Капитолий США эвакуирован из-за срабатывания сигнализации,text_1,Полиция по тревоге эвакуировала Капитолий США,text_2,0,class
1536,27491,id,36998,id_1,36999,id_2,В Москве объявили желтый уровень опасности жары и загрязнения воздуха,text_1,Мосэкомониторинг: ночью загрязнение воздуха в Москве может повыситься,text_2,0,class
1537,27493,id,37000,id_1,37001,id_2,В Петербурге заложат серийный атомный ледокол для Арктики,text_1,Первый серийный атомный ледокол для Арктики заложили в Петербурге,text_2,0,class
1540,27513,id,37006,id_1,37005,id_2,"Водитель, сбивший байкера в Москве, остается в реанимации без сознания",text_1,"Полиция не смогла допросить водителя, сбившего байкера в Москве",text_2,0,class
1541,27515,id,37007,id_1,37008,id_2,"Обама обвинил Россию в ""агрессивном поведении"" на Украине",text_1,Обама заявил о возрастающей агрессивности позиции России по Украине,text_2,0,class
1551,27552,id,36978,id_1,37020,id_2,Посольство: консул в Киеве посетит задержанных россиян скоро,text_1,Консул РФ на Украине в ближайшее время посетит задержанных россиян,text_2,0,class
1554,27555,id,37026,id_1,37027,id_2,"СМИ: прокуратура даст оценку фотосессии ""Мисс России"" с триколором",text_1,В прокуратуре заявили об отсутствии интереса к фотосессии «Мисс Россия»,text_2,0,class
1555,27556,id,37028,id_1,37029,id_2,В Египте восемь боевиков приговорены к казни за убийство полицейских,text_1,Суд Египта приговорил к смертной казни восемь боевиков-исламистов,text_2,0,class
1559,27562,id,37035,id_1,37036,id_2,Власти Австралии пригрозили Джонни Деппу тюрьмой,text_1,СМИ: Джонни Деппу грозит до 10 лет тюрьмы в Австралии,text_2,0,class
1563,27566,id,37032,id_1,37041,id_2,Подписан указ об утверждении Стратегии нацбезопасности Украины,text_1,Порошенко утвердил предложенную СНБО стратегию нацбезопасности Украины,text_2,0,class
1565,27568,id,37043,id_1,37044,id_2,На борту самолета Москва - Петербург пассажир перерезал себе вены,text_1,Пассажир попытался покончить с собой на борту летевшего в Петербург самолета,text_2,0,class
1567,27570,id,37047,id_1,37001,id_2,В Петербурге заложат первый серийный атомный ледокол проекта 22220,text_1,Первый серийный атомный ледокол для Арктики заложили в Петербурге,text_2,0,class
1571,27574,id,37051,id_1,37052,id_2,Вертолет обнаружен в озере в Ленобласти,text_1,В Ленобласти рыбаки нашли рухнувший вертолет,text_2,0,class
1573,27577,id,37057,id_1,37058,id_2,"Патрушев: Запад вывел $1,5 трлн за последние 3 года из стран БРИКС",text_1,Патрушев обвинил Запад в намеренном выводе средств из стран БРИКС,text_2,0,class
1574,27578,id,37059,id_1,37060,id_2,МЭР: РФ пригласили на консультации по ассоциации Украины и ЕС 2 июня,text_1,"ЕС, Россия и Украина обсудят экономическую часть соглашения 2 июня",text_2,0,class
1576,27580,id,37063,id_1,37064,id_2,Умерла мать Александра Лукашенко,text_1,Александр Лукашенко перенес визит в Пакистан из-за смерти матери,text_2,0,class
1577,27581,id,37065,id_1,37066,id_2,Свыше 10 млрд руб субсидий распределено между ведущими вузами страны,text_1,Медведев выделил университетам более 10 миллиардов рублей,text_2,0,class
1580,27587,id,37071,id_1,37072,id_2,ВВС Израиля нанесли удар по сектору Газа в ответ на обстрел,text_1,Израиль нанес серию авиаударов по сектору Газа,text_2,0,class
1582,27589,id,37075,id_1,37076,id_2,Белый дом: президенты США и Южной Кореи проведут переговоры 16 июня,text_1,Президенты США и Южной Кореи обсудят угрозу КНДР в Вашингтоне 16 июня,text_2,0,class
1583,27590,id,37025,id_1,37077,id_2,Палестинские боевики нанесли ракетный удар по югу Израиля,text_1,Израиль и Газа обменялись ракетными ударами,text_2,0,class
1584,27591,id,37071,id_1,37077,id_2,ВВС Израиля нанесли удар по сектору Газа в ответ на обстрел,text_1,Израиль и Газа обменялись ракетными ударами,text_2,0,class
1585,27592,id,37073,id_1,37078,id_2,"Боевики, напавшие на дипломатический квартал в Кабуле, ликвидированы",text_1,В Кабуле при боях в дипломатическом квартале уничтожены четыре исламиста,text_2,0,class
1586,27594,id,37079,id_1,37080,id_2,СМИ: ряд чиновников ФИФА арестован в Цюрихе по обвинению в коррупции,text_1,Шесть чиновников ФИФА арестованы в Швейцарии,text_2,0,class
1590,27599,id,37082,id_1,37080,id_2,В Швейцарии по обвинению в коррупции арестовали чиновников FIFA,text_1,Шесть чиновников ФИФА арестованы в Швейцарии,text_2,0,class
1595,27636,id,37089,id_1,37090,id_2,"Участок ""зеленой ветки"" московского метро закроют на ремонт",text_1,Три станции зеленой ветки московского метро закроют на ремонт 30 мая,text_2,0,class
1596,27637,id,37091,id_1,37092,id_2,Число жертв аномальной жары в Индии превысило 850 человек,text_1,В Индии от жары погибли более 1100 человек,text_2,0,class
1599,27641,id,37096,id_1,37097,id_2,СМИ: Кира Найтли родила первенца,text_1,Кира Найтли стала матерью,text_2,0,class
1600,27642,id,37098,id_1,37099,id_2,Биржевой курс доллара поднялся выше 51 руб. впервые за две недели,text_1,"Средневзвешенный курс доллара на ЕТС вырос до 51,02 рубля",text_2,0,class
1602,27644,id,37101,id_1,37098,id_2,Доллар пытается подняться к уровню в 51 рубль на падающей нефти,text_1,Биржевой курс доллара поднялся выше 51 руб. впервые за две недели,text_2,0,class
1605,27648,id,37106,id_1,37107,id_2,Минфин проработает вопрос о создании государственного перестраховщика,text_1,Минфин создаст в России государственного перестраховщика,text_2,0,class
1606,27649,id,37108,id_1,37109,id_2,Российских брендов не оказалось в сотне самых дорогих впервые с 2008 года,text_1,Российские марки пропали из списка самых дорогих брендов,text_2,0,class
1609,27660,id,36999,id_1,37113,id_2,Мосэкомониторинг: ночью загрязнение воздуха в Москве может повыситься,text_1,Уровень загрязнения воздуха в Москве 27-28 мая будет повышенным,text_2,0,class
1610,27662,id,37114,id_1,37115,id_2,Минюст Швейцарии открыл дело по выбору хозяев ЧМ-2018 и ЧМ-2022,text_1,В Швейцарии возбуждены дела о взятках при выборе хозяев ЧМ по футболу,text_2,0,class
1612,27678,id,37118,id_1,37117,id_2,Разведка ДНР заявила о перехвате сводки МВД Украины о похищении людей,text_1,Разведка ДНР перехватила доклад МВД Украины о бесчинствах силовиков,text_2,0,class
1614,27680,id,37120,id_1,37121,id_2,"Apple ограничила прослушивание музыки из ""ВКонтакте"" в iPhone",text_1,Приложение «ВКонтакте» для iPhone осталось почти без музыки,text_2,0,class
1615,27687,id,37123,id_1,37124,id_2,В Петербурге врачи скорой помощи ответили на замечание полицейских электрошокером,text_1,Врачи скорой помощи подрались с полицейскими в Петербурге,text_2,0,class
1616,27688,id,37125,id_1,37126,id_2,Власти Москвы отреагировали на очередное самоубийство онкобольного,text_1,Власти Москвы прокомментировали самоубийство онкобольного ученого,text_2,0,class
1618,27691,id,37129,id_1,37127,id_2,"МЧС ДНР: украинские силовики обстреляли Горловку, есть жертвы",text_1,"ДНР: Украинские силовики обстреляли Горловку, погибли три человека",text_2,0,class
1619,27700,id,37130,id_1,37131,id_2,Госдеп: очередная часть переписки Клинтон будет опубликована 30 июня,text_1,Госдеп будет публиковать переписку Хиллари Клинтон раз в два месяца,text_2,0,class
1628,27722,id,37142,id_1,37143,id_2,"""Севилья"" выиграла Лигу Европы и выступит в следующем сезоне в ЛЧ",text_1,«Севилья» второй раз подряд выиграла Лигу Европы,text_2,0,class
1629,27723,id,37144,id_1,37145,id_2,Три человека задержаны в результате беспорядков в Лондоне,text_1,"Антиправительственные акции прошли Лондоне, задержаны три человека",text_2,0,class
1637,27735,id,37155,id_1,37156,id_2,"ЦБ РФ будет инициировать введение института ""сделки с финрегулятором""",text_1,ЦБ предложил ввести институт «сделки с финрегулятором»,text_2,0,class
1638,27738,id,37157,id_1,37158,id_2,Протесты начались в Лондоне после тронной речи королевы,text_1,Противники британского правительства вышли на протест после речи королевы,text_2,0,class
1642,27742,id,37161,id_1,37162,id_2,МЧС РФ подготовило для Донбасса 28-ю колонну с гуманитарной помощью,text_1,В Донбасс отправилась очередная гуманитарная колонна МЧС России,text_2,0,class
1643,27743,id,37163,id_1,37162,id_2,МЧС России отправило 28-ю колонну с гуманитарной помощью в Донбасс,text_1,В Донбасс отправилась очередная гуманитарная колонна МЧС России,text_2,0,class
1645,27745,id,37165,id_1,37162,id_2,Россия отправит в Донбасс 28-ю колонну с гуманитарной помощью,text_1,В Донбасс отправилась очередная гуманитарная колонна МЧС России,text_2,0,class
1646,27746,id,37166,id_1,37167,id_2,Свыше 20 человек могли заразиться сибирской язвой на базе ВВС США,text_1,Более 20 человек в Южной Корее могли заразиться сибирской язвой,text_2,0,class
1648,27748,id,37163,id_1,37169,id_2,МЧС России отправило 28-ю колонну с гуманитарной помощью в Донбасс,text_1,Грузовики с гуманитарной помощью МЧС России отправилась в Донбасс,text_2,0,class
1650,27750,id,37165,id_1,37169,id_2,Россия отправит в Донбасс 28-ю колонну с гуманитарной помощью,text_1,Грузовики с гуманитарной помощью МЧС России отправилась в Донбасс,text_2,0,class
1655,27755,id,37174,id_1,37175,id_2,В результате наводнений в США погиб 21 человек,text_1,Число жертв наводнений в Техасе и Оклахоме в США увеличилось до 21,text_2,0,class
1656,27756,id,37166,id_1,37176,id_2,Свыше 20 человек могли заразиться сибирской язвой на базе ВВС США,text_1,До 20 человек могли заразиться в Южной Корее от спор сибирской язвы,text_2,0,class
1664,27775,id,37190,id_1,37191,id_2,Гуманитарная колонна МЧС России пересекла границу с Украиной,text_1,Гуманитарная колонна МЧС России прибыла в Донбасс,text_2,0,class
1668,27779,id,37192,id_1,37193,id_2,"Небраска стала 19-м штатом в США, отменившим смертную казнь",text_1,В Небраске отменили смертную казнь,text_2,0,class
1670,27786,id,37197,id_1,37198,id_2,Инвестиции РФ в энергетику Венесуэлы составят 14 миллиардов долларов,text_1,Сечин пообещал вложить 14 миллиардов долларов в Венесуэлу,text_2,0,class
1672,27789,id,37201,id_1,37202,id_2,Роспотребнадзор: система биобезопасности США вызывает сомнения,text_1,Роспотребнадзор усомнился в надежности биологической системы США,text_2,0,class
1673,27790,id,37092,id_1,37203,id_2,В Индии от жары погибли более 1100 человек,text_1,Жертвами аномальной жары в Индии за два дня стали 240 человек,text_2,0,class
1676,27793,id,37208,id_1,37209,id_2,Путин: США хотят не допустить переизбрания Блаттера президентом ФИФА,text_1,Путин увидел в арестах в ФИФА попытку не допустить переизбрания Блаттера,text_2,0,class
1678,27795,id,37211,id_1,37212,id_2,Кравцов: хакеры вновь атаковали портал видеонаблюдения за ЕГЭ,text_1,Хакеры вновь атаковали портал видеонаблюдения за ЕГЭ,text_2,0,class
1680,27798,id,37209,id_1,37213,id_2,Путин увидел в арестах в ФИФА попытку не допустить переизбрания Блаттера,text_1,Путин прокомментировал роль США в арестах чиновников ФИФА,text_2,0,class
1686,27805,id,37216,id_1,37213,id_2,"В Швейцарии допрашивают 7 чиновников ФИФА, ожидающих экстрадиции в США",text_1,Путин прокомментировал роль США в арестах чиновников ФИФА,text_2,0,class
1688,27807,id,37214,id_1,37218,id_2,Путин о скандале в ФИФА: США хотят распространить свою юрисдикцию,text_1,Путин прокомментировал скандал в ФИФА,text_2,0,class
1691,27835,id,37223,id_1,37224,id_2,Во всех отделениях Сбербанка в Москве произошли сбои,text_1,В отделениях Сбербанка в Москве произошел массовый сбой,text_2,0,class
1692,27838,id,37225,id_1,37226,id_2,"""Открытая библиотека"" отменила встречу с украинским депутатом Мустафой Найемом",text_1,«Открытая библиотека» отменила выступление Мустафы Найема из-за угроз,text_2,0,class
1693,27841,id,37227,id_1,37228,id_2,"Дэнс-команда из Сибири пробилась в финал шоу ""Британия ищет таланты""",text_1,Танцоры из Томска вышли в финал конкурса «Британия ищет таланты»,text_2,0,class
1696,27846,id,37232,id_1,37233,id_2,СМИ: пьяный байкер ворвался на мотоцикле в аэропорт Екатеринбурга,text_1,В Екатеринбурге мотоциклиста арестовали за гонки по аэропорту,text_2,0,class
1697,27847,id,37234,id_1,37235,id_2,"В МВД призвали ""не комплексовать"" из-за места РФ в рейтинге коррупции",text_1,МВД призвало «не комплексовать» из-за 136-го места в рейтинге коррупции,text_2,0,class
1701,27863,id,37218,id_1,37243,id_2,Путин прокомментировал скандал в ФИФА,text_1,Путин о скандале в ФИФА: США пытаются не дать переизбрать Блаттера,text_2,0,class
1702,27881,id,37244,id_1,37245,id_2,ФСБ обвинила жителя Красноярска в краже сотен тысяч паролей в PayPal,text_1,Жителя Красноярского края заподозрили в краже 600 тысяч паролей к PayPal,text_2,0,class
1704,27883,id,37248,id_1,37249,id_2,Пятнадцать заключенных вскрыли себе вены на этапе в Карелию,text_1,В поезде Вологда-Петербург 15 заключенных вскрыли себе вены,text_2,0,class
1707,27892,id,37235,id_1,37255,id_2,МВД призвало «не комплексовать» из-за 136-го места в рейтинге коррупции,text_1,В МВД прокоментировали 136-е место России в рейтинге коррупции,text_2,0,class
1719,27922,id,37275,id_1,37276,id_2,Пушилин: встреча контактной группы по Украине пройдет 2 июня в Минске,text_1,ДНР подтвердил дату встречи контактной группы в Минске,text_2,0,class
1721,27924,id,37278,id_1,37276,id_2,Власти ЛНР не подтверждают перенос встречи контактной группы в Минске,text_1,ДНР подтвердил дату встречи контактной группы в Минске,text_2,0,class
1723,27935,id,37268,id_1,37283,id_2,«Газпром» потребует от Украины более $8 млрд за недобор газа,text_1,«Газпром» подаст иск к «Нафтогазу» на 8 миллиардов долларов,text_2,0,class
1726,27943,id,37287,id_1,37288,id_2,Лавров: переговоры по иранской ядерной программе близки к завершению,text_1,"Лавров: Переговоры ""шестерки"" с Ираном близки к завершению",text_2,0,class
1733,27954,id,37298,id_1,37299,id_2,В Кремле поблагодарили пограничников ДФО за сохранение редких животных,text_1,В Кремле дальневосточных пограничников поблагодарили за охрану тигров,text_2,0,class
1736,27957,id,37279,id_1,37302,id_2,Сбербанк в январе-марте уволил 3600 сотрудников,text_1,Сбербанк сократил каждого сотого сотрудника,text_2,0,class
1738,27959,id,37305,id_1,37304,id_2,"Песков: Путин обсудил с Д'Эстеном ситуацию в мире, в том числе Украину",text_1,Путин поговорил с д'Эстеном об Украине,text_2,0,class
1739,27961,id,37306,id_1,37307,id_2,Минобороны отвергло обвинения НАТО о переброске войск под видом учений,text_1,Минобороны РФ опровергло обвинения НАТО о переброске войск на Украину,text_2,0,class
1742,27966,id,37313,id_1,37314,id_2,Еще одна НКО пополнила реестр иностранных агентов,text_1,Реестр иностранных агентов пополнил «Союз работодателей»,text_2,0,class
1743,27968,id,37311,id_1,37315,id_2,Лавров обсудил с Керри усилия по содействию прямому диалогу на Украине,text_1,Лавров и Керри обсудили кризис на Украине,text_2,0,class
1745,28001,id,37317,id_1,37318,id_2,Самолет МЧС России доставил на лечение в Москву 11 детей из Донбасса,text_1,Спецборт МЧС доставил в Москву тяжелобольных детей из Донбасса,text_2,0,class
1746,28002,id,37317,id_1,37319,id_2,Самолет МЧС России доставил на лечение в Москву 11 детей из Донбасса,text_1,Самолет МЧС доставил на лечение в Москву детей из Донбасса,text_2,0,class
1747,28004,id,37320,id_1,37321,id_2,В Канаде умер обвиняемый в убийствах жителей Хатыни,text_1,В Канаде умер обвиняемый в хатынских убийствах бывший украинский эсэсовец,text_2,0,class
1748,28005,id,37322,id_1,37321,id_2,Обвиняемый в хатынских убийствах 93-летний Катрюк скончался в Канаде,text_1,В Канаде умер обвиняемый в хатынских убийствах бывший украинский эсэсовец,text_2,0,class
1750,28007,id,37325,id_1,37326,id_2,Генассамблея ООН призвала помогать Ираку сохранять культурные ценности,text_1,ГА ООН осудила уничтожение культурного наследия Ирака,text_2,0,class
1751,28008,id,37327,id_1,37328,id_2,Два мощных взрыва прогремели у гостиниц в центре Багдада,text_1,"Серия взрывов прогремела в центре Багдада, погибли 10 человек",text_2,0,class
1755,28031,id,37335,id_1,37336,id_2,Авиакомпания в США сняла с рейса певицу из-за плача ее ребенка,text_1,Канадскую певицу Блэквуд сняли с авиарейса из-за плача ее ребенка,text_2,0,class
1756,28032,id,37333,id_1,37337,id_2,"СМИ: взрыв произошел в магазине Roshen в Киеве, никто не пострадал",text_1,МВД Киева: При взрыве в магазине Roshen никто не пострадал,text_2,0,class
1759,28076,id,37339,id_1,37340,id_2,Фонд Горбачева призвал провести в России новую перестройку,text_1,Горбачев объединился с Кудриным и призвал страну к новой перестройке,text_2,0,class
1761,28078,id,37343,id_1,37344,id_2,"Извержение вулкана началось на юге Японии, население эвакуируется",text_1,На юге Японии началось извержение вулкана Кутиноэрабу,text_2,0,class
1762,28079,id,37342,id_1,37345,id_2,Установлена личность подозреваемого в убийстве полицейского в Москве,text_1,Задержан подозреваемый в убийстве полицейского на МКАД,text_2,0,class
1764,28081,id,37344,id_1,37347,id_2,На юге Японии началось извержение вулкана Кутиноэрабу,text_1,На юге Японии внезапно начал извергаться вулкан,text_2,0,class
1765,28082,id,37343,id_1,37347,id_2,"Извержение вулкана началось на юге Японии, население эвакуируется",text_1,На юге Японии внезапно начал извергаться вулкан,text_2,0,class
1767,28084,id,37350,id_1,37351,id_2,"Жертвами аномальной жары в Индии стали уже 1,7 тысячи человек",text_1,Число жертв аномальной жары в Индии достигло двух тысяч,text_2,0,class
1768,28085,id,37352,id_1,37351,id_2,"Число жертв аномальной жары в Индии превысило 1,4 тысячи человек",text_1,Число жертв аномальной жары в Индии достигло двух тысяч,text_2,0,class
1772,28089,id,37324,id_1,37357,id_2,Бывшего сотрудника сената США обвинили в мошенничестве,text_1,Бывшего спикера Палаты представителей США обвинили во лжи агентам ФБР,text_2,0,class
1773,28090,id,37358,id_1,37357,id_2,Экс-спикер палаты представителей США обвинен в даче ложных показаний,text_1,Бывшего спикера Палаты представителей США обвинили во лжи агентам ФБР,text_2,0,class
1774,28091,id,37359,id_1,37360,id_2,Дефицит бюджета ПФР в 2016 году могут покрыть из средств ФНБ,text_1,Медведев поручил проработать возможность покрыть дефицит ПФР за счет ФНБ,text_2,0,class
1775,28092,id,37361,id_1,37362,id_2,Тела директора и двух сотрудников строительной фирмы найдены в Москве,text_1,В Москве директор крупной строительной фирмы задохнулся в коллекторе,text_2,0,class
1778,28095,id,37296,id_1,37366,id_2,В Новосибирске задержан возможный убийца чемпиона мира по каратэ,text_1,Автослесарь сознался в убийстве чемпиона мира по каратэ,text_2,0,class
1780,28097,id,37368,id_1,37369,id_2,Медики: состояние журналиста Кара-Мурзы по-прежнему крайне тяжелое,text_1,Состояние Владимира Кара-Мурзы не улучшилось,text_2,0,class
1782,28103,id,37373,id_1,37374,id_2,"Доллар поднялся выше 53 рублей, евро - выше 58",text_1,Биржевой курс доллара впервые за месяц поднялся выше 53 руб.,text_2,0,class
1784,28105,id,37361,id_1,37376,id_2,Тела директора и двух сотрудников строительной фирмы найдены в Москве,text_1,В коллекторе около МКАД нашли тела сотрудников строительной фирмы,text_2,0,class
1785,28109,id,37377,id_1,37378,id_2,Подозреваемый в убийстве полицейского на МКАД раскаялся в содеянном,text_1,Немат Рашидов признался в убийстве полицейского на МКАД,text_2,0,class
1788,28112,id,37380,id_1,37379,id_2,Дело о хулиганстве возбуждено по взрыву в магазине Roshen в Киеве,text_1,Взрыв в киевском магазине Roshen признали хулиганством,text_2,0,class
